<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/379582>	"Ailuridae"	<http://identifiers.org/taxonomy/9649>	"Ailurus fulgens"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/139309>	"Arctonyx collaris"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/204263>	"Eira barbara"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/34882>	"Enhydra lutris"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/470561>	"Galictis cuja"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/204265>	"Galictis vittata"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/48420>	"Gulo gulo"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/452641>	"Hydrictis maculicollis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/470560>	"Ictonyx libyca"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/55050>	"Ictonyx striatus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/76717>	"Lontra canadensis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/76718>	"Lontra felina"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/71113>	"Lontra longicaudis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/366500>	"Lontra provocax"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/1002247>	"Lutra environmental sample"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/9657>	"Lutra lutra"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/1565733>	"Lutra nippon"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/452642>	"Lutra sumatrana"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/452644>	"Lutrogale perspicillata"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/768574>	"Lyncodon patagonicus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/9660>	"Martes americana"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/74864>	"Martes flavigula"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/9659>	"Martes foina"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/29065>	"Martes martes"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/759594>	"Martes martes x zibellina"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/36721>	"Martes melampus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/76720>	"Martes pennanti"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/1628727>	"Martes sp. OK-00510"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/1628728>	"Martes sp. OK-17100"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/36722>	"Martes zibellina"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/191034>	"Meles anakuma"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/231151>	"Meles canescens"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/702266>	"Meles leucurus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/9662>	"Meles meles"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/30545>	"Meles sp."
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/9664>	"Mellivora capensis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/1100834>	"Melogale cucphuongensis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/204267>	"Melogale moschata"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/470562>	"Melogale personata"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/659131>	"Mustela africana"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/92062>	"Mustela altaica"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/36723>	"Mustela erminea"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/77149>	"Mustela eversmannii"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/659130>	"Mustela felipei"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/55048>	"Mustela frenata"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/36238>	"Mustela itatsi"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/272460>	"Mustela kathiah"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/9666>	"Mustela lutreola"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/77151>	"Mustela nigripes"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/36239>	"Mustela nivalis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/415383>	"Mustela nudipes"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/9668>	"Mustela putorius"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/1353796>	"Mustela putorius x Mustela putorius furo"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/36240>	"Mustela sibirica"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/30549>	"Mustela sp."
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/1147105>	"Mustela sp. BOLD:AAC0892"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/244218>	"Mustela strigidorsa"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/1967458>	"Mustelidae sp. EG-2017"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/1002249>	"Neovison environmental sample"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/452646>	"Neovison vison"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/1284774>	"Neovison vison x Mustela lutreola"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/311562>	"Poecilogale albinucha"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/9672>	"Pteronura brasiliensis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/30554>	"Taxidea taxus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9655>	"Mustelidae"	<http://identifiers.org/taxonomy/300627>	"Vormela peregusna"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/379588>	"Nandiniidae"	<http://identifiers.org/taxonomy/71115>	"Nandinia binotata"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9705>	"Odobenidae"	<http://identifiers.org/taxonomy/9707>	"Odobenus rosmarus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/161928>	"Arctocephalus australis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/29084>	"Arctocephalus forsteri"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/30584>	"Arctocephalus galapagoensis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/37190>	"Arctocephalus gazella"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/161927>	"Arctocephalus philippii"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/37191>	"Arctocephalus pusillus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/161921>	"Arctocephalus townsendi"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/37194>	"Arctocephalus tropicalis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/34884>	"Callorhinus ursinus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/34886>	"Eumetopias jubatus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/161930>	"Neophoca cinerea"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/161932>	"Otaria byronia"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/34888>	"Phocarctos hookeri"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/9704>	"Zalophus californianus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/686441>	"Zalophus japonicus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9702>	"Otariidae"	<http://identifiers.org/taxonomy/419013>	"Zalophus wollebaeki"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/39293>	"Cystophora cristata"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/39304>	"Erignathus barbatus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/9711>	"Halichoerus grypus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/29086>	"Hydrurga leptonyx"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/9713>	"Leptonychotes weddellii"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/101849>	"Lobodon carcinophaga"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/9716>	"Mirounga angustirostris"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/9715>	"Mirounga leonina"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/248254>	"Monachus monachus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/29088>	"Neomonachus schauinslandi"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/1295174>	"Neomonachus tropicalis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/207342>	"Ommatophoca rossii"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/39088>	"Phoca fasciata"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/39089>	"Phoca groenlandica"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/39090>	"Phoca largha"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/9720>	"Phoca vitulina"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/693431>	"Pusa caspica"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/9718>	"Pusa hispida"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9709>	"Phocidae"	<http://identifiers.org/taxonomy/9719>	"Pusa sibirica"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/392506>	"Bassaricyon alleni"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/298412>	"Bassaricyon beddardi"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/48422>	"Bassaricyon gabbii"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/1387127>	"Bassaricyon medius"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/1386914>	"Bassaricyon neblina"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/429568>	"Bassaricyon sp. H018"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/429569>	"Bassaricyon sp. H021"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/55047>	"Bassariscus astutus"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/392507>	"Bassariscus sumichrasti"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/352831>	"Nasua narica"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/9651>	"Nasua nasua"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/1967459>	"Nasua sp. EG-2017"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/1704005>	"Nasua sp. LD-2015"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/743425>	"Nasuella meridensis"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/743424>	"Nasuella olivacea"
<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/9647>	"Procyonidae"	<http://identifiers.org/taxonomy/29067>	"Potos flavus"
